,year,dirpop_vote_vdem,v2exfemhos,v2exfemhog,v2xpas_democracy,v2xpas_democracy_government,v2xpas_democracy_opposition,goveffective_vdem_wbgi,corruption_cpi,wom_hog_vdem,wom_hos_vdem,held_national_election,regime_row_owid,regime_amb_row_owid,regime_redux_row_owid,wom_hoe_vdem,v2exfemhoe,wom_hoe_ever,wom_hoe_ever_dem,num_years_in_electdem_consecutive,num_years_in_libdem_consecutive,num_years_in_electdem,num_years_in_libdem,percentage_of_no_education,percentage_of_primary_education,percentage_of_complete_primary_education_attained,percentage_of_secondary_education,percentage_of_complete_secondary_education_attained,percentage_of_tertiary_education,percentage_of_complete_tertiary_education_attained,average_years_of_education,average_years_of_primary_education,average_years_of_secondary_education,average_years_of_tertiary_education,primary_enrollment_rates,secondary_enrollment_rates,tertiary_enrollment_rates,percentage_of_no_education_z,percentage_of_primary_education_z,edu_ineq_index
wom_hoe_ever_dem,-0.05830753862309861,0.004800959050417666,0.039585235178629885,0.009391027229257757,-0.16366186659469337,0.1672032346646503,0.17247522134146254,-0.054694232927450084,-0.1376640967112794,0.03155466845368732,0.04038337514483835,0.03152430497372293,-0.01828000578327431,-0.023073362909297006,-0.05087707077555948,0.04343118756274983,0.041917727583399324,-0.2668813192878245,1.0,0.01886961375055987,0.04117849226828605,0.003870090863510319,-0.013020680355763174,0.1903693773171246,-0.190369377317125,0.19036937731712414,-0.1903693773171247,0.1903693773171258,0.19036937731698855,0.19036937731713074,-0.1903693773171237,-0.19036937731712505,0.1903693773150978,0.19036937731712592,-0.1913264678064983,-0.19192569666803294,-0.1969732218316097,0.004921847529586801,0.0027008772666696425,-0.005474399334536723
num_years_in_electdem_consecutive,0.11601972864570317,0.25808761019190646,0.3183070706807877,-0.004460551260590341,0.315983815527626,-0.3188321748306764,-0.28427507579827244,0.4650773629609675,0.29139361229912264,0.12347404995202017,0.3217648361641773,0.046837499262939626,0.5129654063265783,0.4729441278643758,0.06584928143951616,0.13781457763789706,0.13499321718442508,0.09385176194861575,0.01886961375055987,1.0,0.5885729240960782,0.8589343018251624,0.36253575262529075,-0.29871279593719263,0.2987127959371935,-0.29871279593719335,0.2987127959371938,-0.2987127959371933,-0.2987127959372029,-0.29871279593719313,0.2987127959371949,0.2987127959371908,-0.2987127959373594,-0.29871279593719235,0.27013765796016526,0.2745510101372342,0.2747065334844706,-0.2154289412808057,-0.1822424430777861,0.2855949834324488
num_years_in_libdem_consecutive,0.0029657953453869523,0.23356576073997867,0.25327455454288184,-0.013586343130832415,0.23550354472065124,-0.2440248378830182,-0.21975710213342414,0.32890069746911416,0.217248762442762,0.08208419532368058,0.25585865188355983,0.031279880034448856,0.19033604922683775,0.10711218774152484,-0.08508698106190346,0.10365131834039691,0.10128073245283295,0.08644648940681537,0.04117849226828605,0.5885729240960782,1.0,0.6474926120229129,0.6642075882602432,-0.22615359003257934,0.22615359003257957,-0.22615359003257948,0.22615359003257968,-0.2261535900325822,-0.2261535900325574,-0.22615359003257968,0.2261535900325786,0.2261535900325763,-0.22615359003234337,-0.2261535900325789,0.20604597222050458,0.2099699162736373,0.21003525431790598,-0.11187134648182506,-0.12553151331267037,0.1704952090510162
num_years_in_electdem,0.12855414899866102,0.3057651444769751,0.3391837093806706,0.009721601683155244,0.34722374864355415,-0.34965303972831185,-0.3126243781970887,0.5421196801381527,0.34259394210050353,0.15032414516096385,0.3433300251939951,0.050695738682439706,0.6315838586438418,0.6309705940675977,0.3486091598176172,0.1601620965023031,0.1566394780295196,0.11540841874286197,0.003870090863510319,0.8589343018251624,0.6474926120229129,1.0,0.5298634688342634,-0.3274299890269459,0.3274299890269493,-0.32742998902694886,0.32742998902695025,-0.32742998902694753,-0.3274299890269754,-0.32742998902694664,0.327429989026947,0.3274299890269441,-0.3274299890272601,-0.32742998902694703,0.29127665483573895,0.29468743914472484,0.2947701830517925,-0.23608802491840616,-0.2034014783156692,0.3156274309184109
num_years_in_libdem,-0.01792768933379876,0.18056260679645406,0.20475721407972444,-0.009911482764779284,0.2153876674032551,-0.21627930897755562,-0.2015559491429535,0.2918478757121506,0.20131735537980197,0.061807850139419536,0.2070053947338526,0.02421787107646079,0.37503184141448276,0.19199153303867422,0.3602455961403885,0.06095553327822608,0.05912010893746373,0.07252600922287636,-0.013020680355763174,0.36253575262529075,0.6642075882602432,0.5298634688342634,1.0,-0.20394431436142388,0.203944314361425,-0.2039443143614234,0.20394431436142557,-0.20394431436142532,-0.2039443143614382,-0.20394431436142227,0.2039443143614241,0.2039443143614228,-0.2039443143616206,-0.2039443143614239,0.18574599327417543,0.18782405303692337,0.187847225992771,-0.0686976471495161,-0.10377846646819054,0.12386687790118757
percentage_of_no_education,-0.015682547735997282,-0.07448357172479424,-0.11622014650149651,0.2682533016889492,-0.901529460066799,0.8430313904400724,0.8642522503552528,-0.4067296380385275,-0.7895833872778723,-0.09313538867253791,-0.11695160612830612,-0.014473176618137957,-0.24283016876006766,-0.23405977675973846,-0.13262891916634395,-0.10611841235974609,-0.10403823014467091,-0.3670693734743459,0.1903693773171246,-0.29871279593719263,-0.22615359003257934,-0.3274299890269459,-0.20394431436142388,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.9735204756740067,-0.9759983934044731,-0.976840988894859,-0.0003807504871160911,1.2380485957763394e-05,0.00026455165877099416
percentage_of_primary_education,0.015682547735997362,0.07448357172479408,0.1162201465014968,-0.2682533016889497,0.9015294600668051,-0.8430313904400709,-0.8642522503552575,0.4067296380385283,0.7895833872778742,0.09313538867253914,0.11695160612830718,0.014473176618138003,0.24283016876006797,0.23405977675973796,0.13262891916634384,0.10611841235974696,0.10403823014467158,0.36706937347434826,-0.190369377317125,0.2987127959371935,0.22615359003257957,0.3274299890269493,0.203944314361425,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.9735204756740145,0.9759983934044806,0.9768409888948617,0.00038075048711611753,-1.2380485957764045e-05,-0.0002645516587710016
percentage_of_complete_primary_education_attained,-0.015682547735997344,-0.07448357172479415,-0.11622014650149606,0.2682533016889485,-0.9015294600667983,0.8430313904400758,0.8642522503552579,-0.4067296380385306,-0.7895833872778751,-0.09313538867253804,-0.11695160612830696,-0.01447317661813794,-0.24283016876006672,-0.2340597767597382,-0.13262891916634384,-0.10611841235974652,-0.10403823014467078,-0.367069373474347,0.19036937731712414,-0.29871279593719335,-0.22615359003257948,-0.32742998902694886,-0.2039443143614234,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.9735204756740087,-0.9759983934044835,-0.9768409888948622,-0.0003807504871161009,1.2380485957768312e-05,0.00026455165877099584
percentage_of_secondary_education,0.01568254773599729,0.07448357172479389,0.11622014650149581,-0.2682533016889489,0.901529460066803,-0.8430313904400698,-0.8642522503552563,0.40672963803852674,0.7895833872778777,0.09313538867253855,0.11695160612830674,0.014473176618137976,0.24283016876006883,0.23405977675973874,0.13262891916634284,0.10611841235974687,0.10403823014467162,0.3670693734743449,-0.1903693773171247,0.2987127959371938,0.22615359003257968,0.32742998902695025,0.20394431436142557,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.9735204756740152,0.975998393404481,0.9768409888948582,0.0003807504871161135,-1.238048595776537e-05,-0.00026455165877100495
percentage_of_complete_secondary_education_attained,-0.015682547735997487,-0.07448357172479428,-0.11622014650149749,0.2682533016889488,-0.9015294600667999,0.8430313904400765,0.8642522503552555,-0.4067296380385287,-0.7895833872778737,-0.09313538867253884,-0.11695160612830764,-0.014473176618138083,-0.24283016876006905,-0.2340597767597402,-0.13262891916634417,-0.10611841235974702,-0.10403823014467148,-0.36706937347434804,0.1903693773171258,-0.2987127959371933,-0.2261535900325822,-0.32742998902694753,-0.20394431436142532,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.973520475674018,-0.9759983934044836,-0.9768409888948647,-0.0003807504871160696,1.2380485957763959e-05,0.0002645516587709974
percentage_of_tertiary_education,-0.015682547736052325,-0.07448357172483291,-0.11622014650153896,0.2682533016887655,-0.9015294600670541,0.8430313904403297,0.8642522503552937,-0.4067296380385602,-0.7895833872779217,-0.09313538867253932,-0.11695160612835045,-0.014473176618150119,-0.2428301687601083,-0.2340597767597852,-0.13262891916639769,-0.10611841235974857,-0.10403823014467499,-0.36706937347435586,0.19036937731698855,-0.2987127959372029,-0.2261535900325574,-0.3274299890269754,-0.2039443143614382,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.9735204756737696,-0.9759983934041935,-0.9768409888945895,-0.00038075048710893545,1.2380485957535312e-05,0.0002645516587660125
percentage_of_complete_tertiary_education_attained,-0.015682547735993466,-0.07448357172479096,-0.11622014650149452,0.26825330168895956,-0.9015294600667895,0.843031390440053,0.8642522503552509,-0.40672963803852596,-0.7895833872778699,-0.09313538867253755,-0.11695160612830378,-0.01447317661813727,-0.24283016876006483,-0.2340597767597353,-0.1326289191663412,-0.10611841235974577,-0.1040382301446708,-0.36706937347434226,0.19036937731713074,-0.29871279593719313,-0.22615359003257968,-0.32742998902694664,-0.20394431436142227,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.9735204756740226,-0.9759983934044977,-0.9768409888948772,-0.00038075048711657474,1.238048595777846e-05,0.0002645516587713286
average_years_of_education,0.015682547735996605,0.07448357172479654,0.11622014650149873,-0.26825330168893247,0.9015294600668105,-0.8430313904400805,-0.8642522503552597,0.4067296380385281,0.7895833872778738,0.09313538867253837,0.11695160612830857,0.0144731766181388,0.2428301687600675,0.23405977675973874,0.13262891916634517,0.10611841235974556,0.1040382301446703,0.36706937347435836,-0.1903693773171237,0.2987127959371949,0.2261535900325786,0.327429989026947,0.2039443143614241,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.9735204756739978,0.9759983934044663,0.9768409888948503,0.0003807504871165641,-1.2380485957781675e-05,-0.00026455165877131926
average_years_of_primary_education,0.01568254773599101,0.07448357172479275,0.11622014650149642,-0.2682533016889493,0.9015294600667993,-0.8430313904400688,-0.8642522503552559,0.40672963803852613,0.7895833872778752,0.09313538867253592,0.1169516061283078,0.014473176618137799,0.24283016876006744,0.23405977675973927,0.13262891916634545,0.10611841235974326,0.10403823014466852,0.3670693734743455,-0.19036937731712505,0.2987127959371908,0.2261535900325763,0.3274299890269441,0.2039443143614228,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.9735204756740077,0.9759983934044769,0.9768409888948633,0.0003807504871174677,-1.2380485957808657e-05,-0.0002645516587719437
average_years_of_secondary_education,-0.01568254773592242,-0.07448357172426825,-0.11622014650176714,0.26825330169096956,-0.9015294600674314,0.8430313904386778,0.8642522503549438,-0.4067296380393967,-0.7895833872788898,-0.09313538867168113,-0.11695160612851867,-0.01447317661826635,-0.24283016875993155,-0.23405977675970238,-0.13262891916656094,-0.1061184123588834,-0.10403823014381341,-0.36706937347481927,0.1903693773150978,-0.2987127959373594,-0.22615359003234337,-0.3274299890272601,-0.2039443143616206,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.9735204756730311,-0.9759983934044967,-0.9768409888946588,-0.0003807504871856116,1.2380485960028962e-05,0.0002645516588192974
average_years_of_tertiary_education,-0.015682547735999513,-0.0744835717247941,-0.11622014650149713,0.2682533016889533,-0.9015294600668027,0.8430313904400702,0.8642522503552539,-0.40672963803852835,-0.7895833872778732,-0.09313538867253775,-0.11695160612830728,-0.014473176618138179,-0.2428301687600662,-0.23405977675973655,-0.13262891916634395,-0.10611841235974523,-0.10403823014467098,-0.36706937347434404,0.19036937731712592,-0.29871279593719235,-0.2261535900325789,-0.32742998902694703,-0.2039443143614239,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.9735204756740153,-0.9759983934044824,-0.9768409888948654,-0.00038075048711557386,1.2380485957749571e-05,0.0002645516587706357
primary_enrollment_rates,-0.003987532871518841,0.0620087128461526,0.1006795544919827,-0.2655343548371089,0.8624256995473285,-0.8094222346183961,-0.8512194870563531,0.31715659212379066,0.6846964633162401,0.09029555367141083,0.10086291052367902,0.006751682135374428,0.21337231749558044,0.20514668542768436,0.11338893836636964,0.10359744402658605,0.10199385358076533,0.3493458804913953,-0.1913264678064983,0.27013765796016526,0.20604597222050458,0.29127665483573895,0.18574599327417543,-0.9735204756740067,0.9735204756740145,-0.9735204756740087,0.9735204756740152,-0.973520475674018,-0.9735204756737696,-0.9735204756740226,0.9735204756739978,0.9735204756740077,-0.9735204756730311,-0.9735204756740153,1.0,0.9879041649591699,0.990841799472531,0.0038888832563110545,-0.00012645095981576795,-0.002702059619191359
secondary_enrollment_rates,-0.001097530483780526,0.06262695074810128,0.10400203257629964,-0.27447165066647006,0.8598774851393869,-0.7849516109047832,-0.833211826295036,0.3155148507511035,0.6856434881296369,0.08894854759686288,0.10418392137425128,0.008678754986325648,0.2125768062140541,0.20428718855791092,0.11080877070576418,0.10230397965285606,0.10081133663356315,0.3569121836839353,-0.19192569666803294,0.2745510101372342,0.2099699162736373,0.29468743914472484,0.18782405303692337,-0.9759983934044731,0.9759983934044806,-0.9759983934044835,0.975998393404481,-0.9759983934044836,-0.9759983934041935,-0.9759983934044977,0.9759983934044663,0.9759983934044769,-0.9759983934044967,-0.9759983934044824,0.9879041649591699,1.0,0.9979834351275505,1.728484429023873e-05,-5.620341385055454e-07,-1.2009792195462862e-05
tertiary_enrollment_rates,0.0012367060375990144,0.06314338627591976,0.1047397269732198,-0.269713391918734,0.8619176673951255,-0.7875012911753363,-0.8361213188272134,0.3159284113078862,0.6856211499274063,0.09011981114349296,0.10492878548127256,0.008328453999176233,0.21291461425932862,0.20461069992666886,0.11115026788459213,0.10350265296123883,0.10196031184109705,0.3547881310355559,-0.1969732218316097,0.2747065334844706,0.21003525431790598,0.2947701830517925,0.187847225992771,-0.976840988894859,0.9768409888948617,-0.9768409888948622,0.9768409888948582,-0.9768409888948647,-0.9768409888945895,-0.9768409888948772,0.9768409888948503,0.9768409888948633,-0.9768409888946588,-0.9768409888948654,0.990841799472531,0.9979834351275505,1.0,0.001204972212211852,-3.9180886322107044e-05,-0.0008372343786822409
percentage_of_no_education_z,-0.17822440023775835,-0.06613968403677396,-0.08503389481602784,-0.01862225802950484,-0.01770467849868825,0.016687864149033185,-0.0005339381441245162,-0.13904162298049227,0.011009470168796725,-0.015344766628547956,-0.0861506155142413,-0.0722517034795131,-0.2096513601956782,-0.211944159023512,-0.09543559762324165,-0.012357763041812795,-0.011531244310352547,-0.01397574075612831,0.004921847529586801,-0.2154289412808057,-0.11187134648182506,-0.23608802491840616,-0.0686976471495161,-0.0003807504871160911,0.00038075048711611753,-0.0003807504871161009,0.0003807504871161135,-0.0003807504871160696,-0.00038075048710893545,-0.00038075048711657474,0.0003807504871165641,0.0003807504871174677,-0.0003807504871856116,-0.00038075048711557386,0.0038888832563110545,1.728484429023873e-05,0.001204972212211852,1.0,-0.03056758466212575,-0.6962156330253882
percentage_of_primary_education_z,-0.07803424224828528,-0.05146498743047649,-0.07593017534809089,-0.016669978988681493,-0.01005792091994847,0.015116927586522135,0.011568801710810716,-0.15306377054042122,-0.00035798402218714865,-0.046053457888833166,-0.08334026799765543,-0.03456357798322087,-0.11941624898954606,-0.11927853425407577,-0.0391780603548143,-0.025140692984284393,-0.01680312825179859,-0.003427902062418816,0.0027008772666696425,-0.1822424430777861,-0.12553151331267037,-0.2034014783156692,-0.10377846646819054,1.2380485957763394e-05,-1.2380485957764045e-05,1.2380485957768312e-05,-1.238048595776537e-05,1.2380485957763959e-05,1.2380485957535312e-05,1.238048595777846e-05,-1.2380485957781675e-05,-1.2380485957808657e-05,1.2380485960028962e-05,1.2380485957749571e-05,-0.00012645095981576795,-5.620341385055454e-07,-3.9180886322107044e-05,-0.03056758466212575,1.0,-0.6962156330253867
edu_ineq_index,0.18403683451668407,0.0844599473845504,0.11559929318496812,0.025345765984042087,0.01993821892363666,-0.02284119332206645,-0.007924889246406715,0.20978083489132507,-0.007649559735052091,0.04409425873603091,0.12172298026071256,0.07671134946982736,0.23632592660643967,0.23787363969282746,0.09667526237029245,0.026930202545976254,0.02034884827206838,0.012498744636715485,-0.005474399334536723,0.2855949834324488,0.1704952090510162,0.3156274309184109,0.12386687790118757,0.00026455165877099416,-0.0002645516587710016,0.00026455165877099584,-0.00026455165877100495,0.0002645516587709974,0.0002645516587660125,0.0002645516587713286,-0.00026455165877131926,-0.0002645516587719437,0.0002645516588192974,0.0002645516587706357,-0.002702059619191359,-1.2009792195462862e-05,-0.0008372343786822409,-0.6962156330253882,-0.6962156330253867,1.0
